id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
244,species,Boat-billed Heron,Savacou huppé,Pelecaniformes,Ardeidae,,Cochlearius,Cochlearius cochlearius,,,,,,,
245,species,White Ibis,Ibis blanc,Pelecaniformes,Threskiornithidae,Threskiornithinae,Eudocimus,Eudocimus albus,Monotypic.,,,,,,
246,species,Scarlet Ibis,Ibis rouge,Pelecaniformes,Threskiornithidae,Threskiornithinae,Eudocimus,Eudocimus ruber,Monotypic.,A,,,,,
247,species,Glossy Ibis,Ibis falcinelle,Pelecaniformes,Threskiornithidae,Threskiornithinae,Plegadis,Plegadis falcinellus,"Formerly three subspecies recognized (Peters 1931), but now recognized as monotypic.",,,,,,
248,species,White-faced Ibis,Ibis à face blanche,Pelecaniformes,Threskiornithidae,Threskiornithinae,Plegadis,Plegadis chihi,Monotypic.,,,,,,
249,species,Green Ibis,Ibis vert,Pelecaniformes,Threskiornithidae,Threskiornithinae,Mesembrinibis,Mesembrinibis cayennensis,Monotypic.,,,,,,
250,species,Buff-necked Ibis,Ibis mandore,Pelecaniformes,Threskiornithidae,Threskiornithinae,Theristicus,Theristicus caudatus,,A,,,,,
2059,species,Eurasian Spoonbill,Spatule blanche,Pelecaniformes,Threskiornithidae,Plataleinae,Platalea,Platalea leucorodia,Monotypic.,A,,,,,
251,species,Roseate Spoonbill,Spatule rosée,Pelecaniformes,Threskiornithidae,Plataleinae,Platalea,Platalea ajaja,Monotypic.,,,,,,
258,species,California Condor,Condor de Californie,Cathartiformes,Cathartidae,,Gymnogyps,Gymnogyps californianus,Monotypic.,,,,,,
259,species,King Vulture,Sarcoramphe roi,Cathartiformes,Cathartidae,,Sarcoramphus,Sarcoramphus papa,Monotypic.,,,,,,
255,species,Black Vulture,Urubu noir,Cathartiformes,Cathartidae,,Coragyps,Coragyps atratus,,,,,,,
256,species,Turkey Vulture,Urubu à tête rouge,Cathartiformes,Cathartidae,,Cathartes,Cathartes aura,,,,,,,
257,species,Lesser Yellow-headed Vulture,Urubu à tête jaune,Cathartiformes,Cathartidae,,Cathartes,Cathartes burrovianus,,,,,,,
2005,species,Osprey,Balbuzard pêcheur,Accipitriformes,Pandionidae,,Pandion,Pandion haliaetus,,,,,,,
263,species,Pearl Kite,Élanion perle,Accipitriformes,Accipitridae,Elaninae,Gampsonyx,Gampsonyx swainsonii,,,,,,,
264,species,White-tailed Kite,Élanion à queue blanche,Accipitriformes,Accipitridae,Elaninae,Elanus,Elanus leucurus,,,,,,,
261,species,Hook-billed Kite,Bec-en-croc de Temminck,Accipitriformes,Accipitridae,Gypaetinae,Chondrohierax,Chondrohierax uncinatus,,,,,,,
15015,species,Cuban Kite,Bec-en-croc de Cuba,Accipitriformes,Accipitridae,Gypaetinae,Chondrohierax,Chondrohierax wilsonii,Formerly considered conspecific with Chondrohierax uncinatus.,,,,,,
260,species,Gray-headed Kite,Bec-en-croc de Cayenne,Accipitriformes,Accipitridae,Gypaetinae,Leptodon,Leptodon cayanensis,,,,,,,
262,species,Swallow-tailed Kite,Naucler à queue fourchue,Accipitriformes,Accipitridae,Gypaetinae,Elanoides,Elanoides forficatus,,,,,,,
308,species,Crested Eagle,Harpie huppée,Accipitriformes,Accipitridae,Accipitrinae,Morphnus,Morphnus guianensis,Monotypic.,,,,,,
309,species,Harpy Eagle,Harpie féroce,Accipitriformes,Accipitridae,Accipitrinae,Harpia,Harpia harpyja,Monotypic.,,,,,,
310,species,Golden Eagle,Aigle royal,Accipitriformes,Accipitridae,Accipitrinae,Aquila,Aquila chrysaetos,,,,,,,
311,species,Black Hawk-Eagle,Aigle tyran,Accipitriformes,Accipitridae,Accipitrinae,Spizaetus,Spizaetus tyrannus,,,,,,,
313,species,Black-and-white Hawk-Eagle,Aigle noir et blanc,Accipitriformes,Accipitridae,Accipitrinae,Spizaetus,Spizaetus melanoleucus,Monotypic.,,,,,,
312,species,Ornate Hawk-Eagle,Aigle orné,Accipitriformes,Accipitridae,Accipitrinae,Spizaetus,Spizaetus ornatus,,,,,,,
267,species,Double-toothed Kite,Harpage bidenté,Accipitriformes,Accipitridae,Accipitrinae,Harpagus,Harpagus bidentatus,,,,,,,
15054,species,Tiny Hawk,Épervier nain,Accipitriformes,Accipitridae,Accipitrinae,Microspizias,Microspizias superciliosus,Formerly placed in the genus Accipiter.,,,,,,
274,species,Northern Harrier,Busard des marais,Accipitriformes,Accipitridae,Accipitrinae,Circus,Circus hudsonius,,,,,,,
2073,species,Long-winged Harrier,Busard de Buffon,Accipitriformes,Accipitridae,Accipitrinae,Circus,Circus buffoni,,A,,,,,
275,species,Western Marsh Harrier,Busard des roseaux,Accipitriformes,Accipitridae,Accipitrinae,Circus,Circus aeruginosus,,A,,,,,
2074,species,Gray-bellied Hawk,Autour à ventre gris,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter poliogaster,,A,,,,,
276,species,Chinese Sparrowhawk,Épervier de Horsfield,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter soloensis,Monotypic. Formerly known as Gray Frog-Hawk.,A,H,,,,
278,species,Sharp-shinned Hawk,Épervier brun,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter striatus,,,,,,,
279,species,Cooper's Hawk,Épervier de Cooper,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter cooperii,Monotypic.,,,,,,
280,species,Gundlach's Hawk,Épervier de Cuba,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter gundlachi,,,,,,,
281,species,Bicolored Hawk,Épervier bicolore,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter bicolor,,,,,,,
282,species,Eurasian Goshawk,Autour des palombes,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter gentilis,Formerly considered conspecific with Accipiter atricapillus.,A,,,,,
15055,species,American Goshawk,Autour d’Amérique,Accipitriformes,Accipitridae,Accipitrinae,Accipiter,Accipiter atricapillus,Formerly considered conspecific with Accipiter gentilis.,,,,,,
269,species,Black Kite,Milan noir,Accipitriformes,Accipitridae,Accipitrinae,Milvus,Milvus migrans,,A,H,,,,
270,species,Bald Eagle,Pygargue à tête blanche,Accipitriformes,Accipitridae,Accipitrinae,Haliaeetus,Haliaeetus leucocephalus,,,,,,,
271,species,White-tailed Eagle,Pygargue à queue blanche,Accipitriformes,Accipitridae,Accipitrinae,Haliaeetus,Haliaeetus albicilla,,,,,,,
272,species,Steller's Sea-Eagle,Pygargue empereur,Accipitriformes,Accipitridae,Accipitrinae,Haliaeetus,Haliaeetus pelagicus,,A,,,,,
2038,species,Mississippi Kite,Milan du Mississippi,Accipitriformes,Accipitridae,Accipitrinae,Ictinia,Ictinia mississippiensis,Monotypic.,,,,,,
268,species,Plumbeous Kite,Milan bleuâtre,Accipitriformes,Accipitridae,Accipitrinae,Ictinia,Ictinia plumbea,Monotypic.,,,,,,
273,species,Black-collared Hawk,Buse à tête blanche,Accipitriformes,Accipitridae,Accipitrinae,Busarellus,Busarellus nigricollis,,,,,,,
283,species,Crane Hawk,Buse échasse,Accipitriformes,Accipitridae,Accipitrinae,Geranospiza,Geranospiza caerulescens,,,,,,,
265,species,Snail Kite,Milan des marais,Accipitriformes,Accipitridae,Accipitrinae,Rostrhamus,Rostrhamus sociabilis,,,,,,,
266,species,Slender-billed Kite,Milan à long bec,Accipitriformes,Accipitridae,Accipitrinae,Helicolestes,Helicolestes hamatus,Monotypic.,,,,,,
10381,species,Plumbeous Hawk,Buse plombée,Accipitriformes,Accipitridae,Accipitrinae,Cryptoleucopteryx,Cryptoleucopteryx plumbea,Monotypic.,,,,,,
288,species,Common Black Hawk,Buse noire,Accipitriformes,Accipitridae,Accipitrinae,Buteogallus,Buteogallus anthracinus,,,,,,,
289,species,Cuban Black Hawk,Buse de Gundlach,Accipitriformes,Accipitridae,Accipitrinae,Buteogallus,Buteogallus gundlachii,"Considered subspecies of <i>B.anthracinus</i> by Peters (1979), del Hoyo, et al. (1992), Clements (2000), and Howard and Moore (2003).",,,,,,
292,species,Savanna Hawk,Buse roussâtre,Accipitriformes,Accipitridae,Accipitrinae,Buteogallus,Buteogallus meridionalis,Monotypic.,,,,,,
291,species,Great Black Hawk,Buse urubu,Accipitriformes,Accipitridae,Accipitrinae,Buteogallus,Buteogallus urubitinga,,,,,,,
294,species,Solitary Eagle,Buse solitaire,Accipitriformes,Accipitridae,Accipitrinae,Buteogallus,Buteogallus solitarius,,,,,,,
9681,species,Barred Hawk,Buse barrée,Accipitriformes,Accipitridae,Accipitrinae,Morphnarchus,Morphnarchus princeps,Monotypic.,,,,,,
11291,species,Roadside Hawk,Buse à gros bec,Accipitriformes,Accipitridae,Accipitrinae,Rupornis,Rupornis magnirostris,Formerly placed in the genus Buteo.,,,,,,
293,species,Harris's Hawk,Buse de Harris,Accipitriformes,Accipitridae,Accipitrinae,Parabuteo,Parabuteo unicinctus,,,,,,,
11641,species,White-tailed Hawk,Buse à queue blanche,Accipitriformes,Accipitridae,Accipitrinae,Geranoaetus,Geranoaetus albicaudatus,Formerly placed in the genus Buteo.,,,,,,
9701,species,White Hawk,Buse blanche,Accipitriformes,Accipitridae,Accipitrinae,Pseudastur,Pseudastur albicollis,,,,,,,
286,species,Semiplumbeous Hawk,Buse semiplombée,Accipitriformes,Accipitridae,Accipitrinae,Leucopternis,Leucopternis semiplumbeus,Monotypic.,,,,,,
9711,species,Gray Hawk,Buse grise,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo plagiatus,,,,,,,
299,species,Gray-lined Hawk,Buse cendrée,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo nitidus,Formerly known as Gray Hawk.,,,,,,
296,species,Red-shouldered Hawk,Buse à épaulettes,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo lineatus,,,,,,,
297,species,Ridgway's Hawk,Buse de Ridgway,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo ridgwayi,Monotypic.,,,,,,
298,species,Broad-winged Hawk,Petite Buse,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo platypterus,,,,,,,
304,species,Hawaiian Hawk,Buse d'Hawaï,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo solitarius,Monotypic.,,H,,,,
300,species,Short-tailed Hawk,Buse à queue courte,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo brachyurus,,,,,,,
301,species,Swainson's Hawk,Buse de Swainson,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo swainsoni,Monotypic.,,,,,,
303,species,Zone-tailed Hawk,Buse à queue barrée,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo albonotatus,Monotypic.,,,,,,
305,species,Red-tailed Hawk,Buse à queue rousse,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo jamaicensis,,,,,,,
307,species,Rough-legged Hawk,Buse pattue,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo lagopus,,,,,,,
306,species,Ferruginous Hawk,Buse rouilleuse,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo regalis,Monotypic.,,,,,,
14441,species,Long-legged Buzzard,Buse féroce,Accipitriformes,Accipitridae,Accipitrinae,Buteo,Buteo rufinus,,A,,,,,
664,species,Barn Owl,Effraie des clochers,Strigiformes,Tytonidae,,Tyto,Tyto alba,,,,,,,
665,species,Ashy-faced Owl,Effraie d'Hispaniola,Strigiformes,Tytonidae,,Tyto,Tyto glaucops,,,,,,,
667,species,Oriental Scops-Owl,Petit-duc d'Orient,Strigiformes,Strigidae,,Otus,Otus sunia,,A,,,,,
10491,species,Flammulated Owl,Petit-duc nain,Strigiformes,Strigidae,,Psiloscops,Psiloscops flammeolus,Formerly placed in the genus Otus. Monotypic.,,,,,,
13981,species,Puerto Rican Owl,Petit-duc de Porto Rico,Strigiformes,Strigidae,,Gymnasio,Gymnasio nudipes,Formerly placed in the genus Megascops.,,,,,,
672,species,Whiskered Screech-Owl,Petit-duc à moustaches,Strigiformes,Strigidae,,Megascops,Megascops trichopsis,,,,,,,
676,species,Bare-shanked Screech-Owl,Petit-duc de Clark,Strigiformes,Strigidae,,Megascops,Megascops clarkii,Monotypic.,,,,,,
673,species,Tropical Screech-Owl,Petit-duc choliba,Strigiformes,Strigidae,,Megascops,Megascops choliba,,,,,,,
674,species,Bearded Screech-Owl,Petit-duc bridé,Strigiformes,Strigidae,,Megascops,Megascops barbarus,Monotypic.,,,,,,
671,species,Pacific Screech-Owl,Petit-duc de Cooper,Strigiformes,Strigidae,,Megascops,Megascops cooperi,,,,,,,
668,species,Western Screech-Owl,Petit-duc des montagnes,Strigiformes,Strigidae,,Megascops,Megascops kennicottii,,,,,,,
669,species,Eastern Screech-Owl,Petit-duc maculé,Strigiformes,Strigidae,,Megascops,Megascops asio,,,,,,,
670,species,Balsas Screech-Owl,Petit-duc du Balsas,Strigiformes,Strigidae,,Megascops,Megascops seductus,Monotypic.,,,,,,
675,species,Middle American Screech-Owl,Petit-duc guatémaltèque,Strigiformes,Strigidae,,Megascops,Megascops guatemalae,Formerly called Vermiculated Screech-Owl and also known as Guatemalan Screech-Owl. Previously considered conspecific with M. centralis and M. roraimae. The name Vermiculated Screech-Owl (M. vermiculatus) is sometimes used for populations in Costa Rica and,,,,,,
13691,species,Choco Screech-Owl,Petit-duc du Choco,Strigiformes,Strigidae,,Megascops,Megascops centralis,Formerly considered conspecific with M. guatemalae.,,,,,,
10651,species,Bare-legged Owl,Petit-duc de Cuba,Strigiformes,Strigidae,,Margarobyas,Margarobyas lawrencii,,,,,,,
679,species,Crested Owl,Duc à aigrettes,Strigiformes,Strigidae,,Lophostrix,Lophostrix cristata,,,,,,,
680,species,Spectacled Owl,Chouette à lunettes,Strigiformes,Strigidae,,Pulsatrix,Pulsatrix perspicillata,,,,,,,
681,species,Great Horned Owl,Grand-duc d'Amérique,Strigiformes,Strigidae,,Bubo,Bubo virginianus,,,,,,,
682,species,Snowy Owl,Harfang des neiges,Strigiformes,Strigidae,,Bubo,Bubo scandiacus,Monotypic.,,,,,,
683,species,Northern Hawk Owl,Chouette épervière,Strigiformes,Strigidae,,Surnia,Surnia ulula,,,,,,,
684,species,Northern Pygmy-Owl,Chevêchette naine,Strigiformes,Strigidae,,Glaucidium,Glaucidium gnoma,,,,,,,
685,species,Costa Rican Pygmy-Owl,Chevêchette du Costa Rica,Strigiformes,Strigidae,,Glaucidium,Glaucidium costaricanum,Monotypic.,,,,,,
686,species,Central American Pygmy-Owl,Chevêchette à tête grise,Strigiformes,Strigidae,,Glaucidium,Glaucidium griseiceps,,,,,,,
687,species,Tamaulipas Pygmy-Owl,Chevêchette du Tamaulipas,Strigiformes,Strigidae,,Glaucidium,Glaucidium sanchezi,Monotypic.,,,,,,
688,species,Colima Pygmy-Owl,Chevêchette du Colima,Strigiformes,Strigidae,,Glaucidium,Glaucidium palmarum,,,,,,,
689,species,Ferruginous Pygmy-Owl,Chevêchette brune,Strigiformes,Strigidae,,Glaucidium,Glaucidium brasilianum,,,,,,,
690,species,Cuban Pygmy-Owl,Chevêchette de Cuba,Strigiformes,Strigidae,,Glaucidium,Glaucidium siju,,,,,,,
691,species,Elf Owl,Chevêchette des saguaros,Strigiformes,Strigidae,,Micrathene,Micrathene whitneyi,,,,,,,
692,species,Burrowing Owl,Chevêche des terriers,Strigiformes,Strigidae,,Athene,Athene cunicularia,,,,,,,
695,species,Spotted Owl,Chouette tachetée,Strigiformes,Strigidae,,Strix,Strix occidentalis,,,,,,,
696,species,Barred Owl,Chouette rayée,Strigiformes,Strigidae,,Strix,Strix varia,,,,,,,
14811,species,Cinereous Owl,Chouette du Mexique,Strigiformes,Strigidae,,Strix,Strix sartorii,Formerly considered conspecific with Strix varia.,,,,,,
697,species,Fulvous Owl,Chouette fauve,Strigiformes,Strigidae,,Strix,Strix fulvescens,Monotypic.,,,,,,
15010,species,Mottled Owl,Chouette mouchetée,Strigiformes,Strigidae,,Strix,Strix virgata,Formerly placed in the genus Ciccaba.,,,,,,
15011,species,Black-and-white Owl,Chouette à lignes noires,Strigiformes,Strigidae,,Strix,Strix nigrolineata,Formerly placed in the genus Ciccaba.,,,,,,
698,species,Great Gray Owl,Chouette lapone,Strigiformes,Strigidae,,Strix,Strix nebulosa,,,,,,,
699,species,Long-eared Owl,Hibou moyen-duc,Strigiformes,Strigidae,,Asio,Asio otus,,,,,,,
700,species,Stygian Owl,Hibou maître-bois,Strigiformes,Strigidae,,Asio,Asio stygius,,,,,,,
701,species,Short-eared Owl,Hibou des marais,Strigiformes,Strigidae,,Asio,Asio flammeus,,,,,,,
14821,species,Striped Owl,Hibou strié,Strigiformes,Strigidae,,Asio,Asio clamator,Formerly placed in the genus Pseudoscops.,,,,,,
14831,species,Jamaican Owl,Hibou de Jamaïque,Strigiformes,Strigidae,,Asio,Asio grammicus,Monotypic. Formerly placed in the genus Pseudoscops.,,,,,,
704,species,Boreal Owl,Nyctale de Tengmalm,Strigiformes,Strigidae,,Aegolius,Aegolius funereus,,,,,,,
705,species,Northern Saw-whet Owl,Petite Nyctale,Strigiformes,Strigidae,,Aegolius,Aegolius acadicus,,,,,,,
706,species,Unspotted Saw-whet Owl,Nyctale immaculée,Strigiformes,Strigidae,,Aegolius,Aegolius ridgwayi,,,,,,,
10891,species,Northern Boobook,Ninoxe boréale,Strigiformes,Strigidae,,Ninox,Ninox japonica,,A,,,,,
879,species,Cuban Trogon,Trogon de Cuba,Trogoniformes,Trogonidae,Trogoninae,Priotelus,Priotelus temnurus,,,,,,,
880,species,Hispaniolan Trogon,Trogon damoiseau,Trogoniformes,Trogonidae,Trogoninae,Priotelus,Priotelus roseigaster,Monotypic.,,,,,,
893,species,Lattice-tailed Trogon,Trogon échelette,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon clathratus,Monotypic.,,,,,,
892,species,Slaty-tailed Trogon,Trogon de Masséna,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon massena,,,,,,,
891,species,Black-tailed Trogon,Trogon à queue noire,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon melanurus,,,,,,,
881,species,Black-headed Trogon,Trogon à tête noire,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon melanocephalus,,,,,,,
882,species,Citreoline Trogon,Trogon citrin,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon citreolus,,,,,,,
883,species,White-tailed Trogon,Trogon de Sclater,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon chionurus,,,,,,,
884,species,Baird's Trogon,Trogon de Baird,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon bairdii,Monotypic.,,,,,,
885,species,Gartered Trogon,Trogon pattu,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon caligatus,,,,,,,
890,species,Black-throated Trogon,Trogon aurore,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon rufus,,,,,,,
887,species,Elegant Trogon,Trogon élégant,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon elegans,,,,,,,
886,species,Mountain Trogon,Trogon montagnard,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon mexicanus,,,,,,,
888,species,Collared Trogon,Trogon rosalba,Trogoniformes,Trogonidae,Trogoninae,Trogon,Trogon collaris,,,,,,,
894,species,Eared Quetzal,Quetzal oreillard,Trogoniformes,Trogonidae,Trogoninae,Euptilotis,Euptilotis neoxenus,Monotypic.,,,,,,
895,species,Golden-headed Quetzal,Quetzal doré,Trogoniformes,Trogonidae,Trogoninae,Pharomachrus,Pharomachrus auriceps,,,,,,,
896,species,Resplendent Quetzal,Quetzal resplendissant,Trogoniformes,Trogonidae,Trogoninae,Pharomachrus,Pharomachrus mocinno,,,,,,,
897,species,Eurasian Hoopoe,Huppe fasciée,Upupiformes,Upupidae,,Upupa,Upupa epops,,A,,,,,
898,species,Cuban Tody,Todier de Cuba,Coraciiformes,Todidae,,Todus,Todus multicolor,Monotypic.,,,,,,
899,species,Broad-billed Tody,Todier à bec large,Coraciiformes,Todidae,,Todus,Todus subulatus,Monotypic.,,,,,,
900,species,Narrow-billed Tody,Todier à bec étroit,Coraciiformes,Todidae,,Todus,Todus angustirostris,Monotypic.,,,,,,
901,species,Jamaican Tody,Todier de Jamaïque,Coraciiformes,Todidae,,Todus,Todus todus,Monotypic.,,,,,,
902,species,Puerto Rican Tody,Todier de Porto Rico,Coraciiformes,Todidae,,Todus,Todus mexicanus,Monotypic.,,,,,,
903,species,Tody Motmot,Motmot nain,Coraciiformes,Momotidae,,Hylomanes,Hylomanes momotula,,,,,,,
904,species,Blue-throated Motmot,Motmot à gorge bleue,Coraciiformes,Momotidae,,Aspatha,Aspatha gularis,Monotypic.,,,,,,
905,species,Russet-crowned Motmot,Motmot à tête rousse,Coraciiformes,Momotidae,,Momotus,Momotus mexicanus,,,,,,,
12121,species,Blue-capped Motmot,Motmot à tête bleue,Coraciiformes,Momotidae,,Momotus,Momotus coeruliceps,"Formerly considered conspecific with Momotus momota, M. lessonii, and M. subrufescens.",,,,,,
12131,species,Lesson's Motmot,Motmot de Lesson,Coraciiformes,Momotidae,,Momotus,Momotus lessonii,"Formerly considered conspecific with Momotus momota, M. coeruliceps, and M. subrufescens.",,,,,,
12141,species,Whooping Motmot,Motmot caraïbe,Coraciiformes,Momotidae,,Momotus,Momotus subrufescens,"Formerly considered conspecific with Momotus momotus, M. coeruliceps, and M. lessonii.",,,,,,
907,species,Rufous Motmot,Motmot roux,Coraciiformes,Momotidae,,Baryphthengus,Baryphthengus martii,,,,,,,
908,species,Keel-billed Motmot,Motmot à bec caréné,Coraciiformes,Momotidae,,Electron,Electron carinatum,Monotypic.,,,,,,
909,species,Broad-billed Motmot,Motmot à bec large,Coraciiformes,Momotidae,,Electron,Electron platyrhynchum,,,,,,,
910,species,Turquoise-browed Motmot,Motmot à sourcils bleus,Coraciiformes,Momotidae,,Eumomota,Eumomota superciliosa,,,,,,,
911,species,Ringed Kingfisher,Martin-pêcheur à ventre roux,Coraciiformes,Alcedinidae,Cerylinae,Megaceryle,Megaceryle torquata,,,,,,,
912,species,Belted Kingfisher,Martin-pêcheur d'Amérique,Coraciiformes,Alcedinidae,Cerylinae,Megaceryle,Megaceryle alcyon,,,,,,,
913,species,Amazon Kingfisher,Martin-pêcheur d'Amazonie,Coraciiformes,Alcedinidae,Cerylinae,Chloroceryle,Chloroceryle amazona,,,,,,,
